timestamp,machine_id,temperature,vibration,pressure,rpm,power_consumption,noise_level,humidity,operating_hours,failure
2025-07-09 13:00,M-08,73.2,0.58,102.7,2346,71.5,69.2,41.5,180.3,0
2025-07-09 13:00,M-09,71.7,0.78,98.8,2507,69.3,71.9,59.1,157.7,0
2025-07-09 13:00,M-10,66.4,0.4,100.6,2260,67.9,75.0,55.9,171.1,0
2025-07-09 13:00,M-11,73.9,0.28,103.5,2480,82.8,69.0,42.6,169.2,0
2025-07-09 13:00,M-12,67.4,0.47,102.2,2336,82.3,68.6,53.4,156.1,0
2025-07-09 13:00,M-13,71.9,0.38,100.6,2418,70.5,63.7,64.7,167.8,0
2025-07-09 13:00,M-14,73.1,0.32,99.8,2380,72.4,73.8,60.5,172.2,0
2025-07-09 13:00,M-15,74.1,0.47,102.3,2250,71.6,65.3,58.6,160.0,0
2025-07-09 13:00,M-16,77.2,0.34,106.4,2335,70.1,72.2,55.0,163.6,0
2025-07-09 13:00,M-17,73.5,0.35,100.6,2503,83.6,64.4,47.7,158.9,0
2025-07-09 13:00,M-18,71.8,0.31,100.2,2305,80.0,67.7,51.2,157.5,0
2025-07-09 13:00,M-19,69.4,0.48,102.6,2374,77.3,61.7,54.6,161.8,0
2025-07-09 13:00,M-20,66.2,0.41,101.8,2280,64.9,68.2,55.7,170.2,0
2025-07-09 14:00,M-01,75.9,0.43,97.5,2556,65.5,68.6,42.2,156.5,0
2025-07-09 14:00,M-02,68.8,0.78,99.5,2441,71.3,69.3,51.1,164.5,0
2025-07-09 14:00,M-03,68.5,0.37,101.3,2335,78.7,70.1,53.5,161.7,0
2025-07-09 14:00,M-04,73.8,0.43,105.1,2401,76.0,65.7,59.4,175.5,0
2025-07-09 14:00,M-05,79.3,0.53,100.5,2602,72.1,68.6,63.3,175.7,0
2025-07-09 14:00,M-06,71.7,0.63,100.3,2360,70.7,70.7,43.4,176.7,0
2025-07-09 14:00,M-07,69.2,0.59,100.1,2389,74.4,73.2,64.2,166.4,0
2025-07-09 14:00,M-08,68.3,0.45,102.2,2395,70.8,74.3,49.3,150.9,0
2025-07-09 14:00,M-09,74.9,0.61,101.6,2423,85.3,69.9,49.6,154.5,0
2025-07-09 14:00,M-10,73.8,0.48,100.4,2432,80.8,69.0,47.6,159.8,0
2025-07-09 14:00,M-11,73.4,0.39,106.4,2578,72.0,71.8,53.1,151.2,0
2025-07-09 14:00,M-12,70.9,0.52,105.0,2539,78.4,72.5,61.4,163.6,0
2025-07-09 14:00,M-13,68.6,0.47,96.4,2296,71.9,70.0,59.3,171.8,0
2025-07-09 14:00,M-14,69.5,0.5,99.1,2315,68.8,67.0,48.8,169.2,0
2025-07-09 14:00,M-15,67.8,0.36,103.0,2453,70.9,65.4,54.7,171.1,0
2025-07-09 14:00,M-16,71.2,0.47,102.4,2318,77.1,67.5,64.6,174.1,0
2025-07-09 14:00,M-17,74.5,0.39,99.8,2371,70.7,72.8,60.8,161.4,0
2025-07-09 14:00,M-18,69.4,0.25,102.9,2500,79.2,71.8,66.3,173.4,0
2025-07-09 14:00,M-19,67.9,0.64,100.3,2370,73.8,74.4,51.0,177.6,0
2025-07-09 14:00,M-20,67.8,0.51,101.5,2410,73.9,65.1,58.1,167.2,0
2025-07-09 15:00,M-01,71.0,0.54,97.5,2405,83.6,69.2,60.5,152.0,0
2025-07-09 15:00,M-02,69.1,0.5,103.5,2278,76.5,75.2,56.6,150.6,0
2025-07-09 15:00,M-03,71.2,0.53,99.6,2469,79.5,72.2,70.9,161.2,0
2025-07-09 15:00,M-04,71.6,0.48,99.3,2418,70.0,70.3,59.0,162.3,0
2025-07-09 15:00,M-05,74.0,0.39,100.2,2289,86.2,66.3,58.5,145.8,0
2025-07-09 15:00,M-06,72.4,0.33,99.7,2309,78.6,66.3,66.3,159.7,0
2025-07-09 15:00,M-07,77.1,0.42,97.4,2306,74.2,72.8,59.5,166.2,0
2025-07-09 15:00,M-08,74.7,0.31,99.4,2227,72.0,68.5,57.3,171.7,0
2025-07-09 15:00,M-09,69.8,0.39,100.4,2268,63.5,67.7,54.3,165.3,0
2025-07-09 15:00,M-10,73.8,0.36,102.6,2375,80.4,69.1,48.2,151.5,0
2025-07-09 15:00,M-11,71.1,0.68,98.5,2396,87.8,72.9,47.6,157.8,0
2025-07-09 15:00,M-12,68.6,0.47,99.3,2464,76.8,66.6,53.0,148.5,0
2025-07-09 15:00,M-13,76.6,0.38,101.6,2478,80.4,67.5,63.0,188.6,0
2025-07-09 15:00,M-14,70.8,0.44,102.5,2547,73.5,67.5,50.0,163.7,0
2025-07-09 15:00,M-15,75.3,0.21,99.4,2415,71.5,71.7,48.7,176.3,0
2025-07-09 15:00,M-16,70.8,0.62,97.1,2472,80.5,72.9,57.2,201.0,0
2025-07-09 15:00,M-17,71.9,0.51,103.8,2462,75.1,75.5,55.7,168.2,0
2025-07-09 15:00,M-18,73.6,0.49,98.5,2431,77.9,67.5,60.4,176.7,0
2025-07-09 15:00,M-19,70.1,0.36,101.1,2345,81.5,72.3,42.3,156.2,0
2025-07-09 15:00,M-20,71.9,0.43,104.2,2391,72.3,71.1,66.9,175.1,0
2025-07-09 16:00,M-01,65.4,0.38,103.8,2638,81.1,71.2,37.3,162.4,0
2025-07-09 16:00,M-02,74.0,0.42,102.0,2373,69.2,68.3,60.7,177.3,0
2025-07-09 16:00,M-03,71.5,0.43,99.1,2307,73.4,68.2,69.1,175.2,0
2025-07-09 16:00,M-04,68.5,0.59,99.0,2555,79.5,64.9,61.3,161.9,0
2025-07-09 16:00,M-05,74.0,0.34,102.2,2357,74.8,67.1,45.0,164.4,0
2025-07-09 16:00,M-06,75.4,0.38,100.3,2522,68.2,67.3,61.0,184.7,0
2025-07-09 16:00,M-07,69.9,0.54,100.7,2438,75.3,68.5,68.0,175.8,0
2025-07-09 16:00,M-08,71.1,0.35,100.1,2418,77.6,69.8,51.6,169.9,0
2025-07-09 16:00,M-09,69.1,0.22,105.1,2310,82.4,72.3,58.8,165.5,0
2025-07-09 16:00,M-10,73.4,0.43,99.0,2249,75.2,69.9,47.8,152.6,0
2025-07-09 16:00,M-11,73.7,0.45,100.2,2544,76.5,66.8,68.1,184.4,0
2025-07-09 16:00,M-12,73.8,0.42,101.5,2292,82.7,64.9,56.8,152.6,0
2025-07-09 16:00,M-13,69.9,0.38,102.6,2493,74.1,69.5,57.8,154.1,0
2025-07-09 16:00,M-14,64.8,0.32,104.0,2334,74.3,73.4,46.4,156.7,0
2025-07-09 16:00,M-15,75.8,0.46,98.0,2336,77.2,70.1,59.8,168.3,0
2025-07-09 16:00,M-16,74.9,0.57,103.5,2464,62.8,71.4,65.1,155.7,0
2025-07-09 16:00,M-17,70.3,0.41,101.5,2400,75.7,70.3,46.4,150.2,0
2025-07-09 16:00,M-18,72.3,0.5,98.5,2329,80.1,63.8,67.9,165.6,0
2025-07-09 16:00,M-19,72.8,0.56,98.0,2546,62.2,72.4,59.6,168.5,0
2025-07-09 16:00,M-20,73.6,0.43,100.2,2295,72.6,65.3,39.3,171.9,0
2025-07-09 17:00,M-01,69.6,0.4,101.8,2258,80.2,71.1,43.5,172.0,0
2025-07-09 17:00,M-02,72.2,0.71,101.3,2342,71.0,67.3,58.9,161.4,0
2025-07-09 17:00,M-03,75.8,0.3,100.9,2330,83.6,75.2,46.1,158.6,0
2025-07-09 17:00,M-04,69.7,0.56,99.0,2411,79.3,71.2,53.1,174.5,0
2025-07-09 17:00,M-05,72.2,0.44,99.6,2527,70.3,74.7,51.0,173.5,0
2025-07-09 17:00,M-06,73.5,0.35,99.8,2375,72.1,63.4,52.0,172.7,0
2025-07-09 17:00,M-07,71.7,0.56,104.5,2244,68.6,73.5,50.5,181.3,0
2025-07-09 17:00,M-08,71.7,0.35,99.7,2464,74.7,71.7,60.2,161.6,0
2025-07-09 17:00,M-09,72.2,0.53,100.2,2331,61.6,65.6,55.8,157.2,0
2025-07-09 17:00,M-10,74.5,0.52,102.1,2347,73.9,71.6,63.8,169.6,0
2025-07-09 17:00,M-11,80.0,0.51,100.4,2474,76.7,72.7,54.7,152.2,0
2025-07-09 17:00,M-12,72.4,0.28,97.4,2327,75.6,69.2,60.3,167.5,0
2025-07-09 17:00,M-13,70.8,0.46,100.0,2389,73.6,73.3,54.2,181.1,0
2025-07-09 17:00,M-14,73.3,0.47,97.3,2436,75.0,63.8,45.2,157.5,0
2025-07-09 17:00,M-15,70.3,0.51,101.2,2537,69.5,69.0,59.6,163.2,0
2025-07-09 17:00,M-16,71.4,0.67,100.1,2483,76.5,68.4,38.2,171.7,0
2025-07-09 17:00,M-17,75.6,0.4,97.2,2334,75.2,71.3,58.9,170.3,0
2025-07-09 17:00,M-18,72.3,0.35,101.6,2368,80.8,69.2,76.5,171.2,0
2025-07-09 17:00,M-19,65.5,0.52,97.9,2280,78.7,73.9,52.7,163.4,0
2025-07-09 17:00,M-20,72.4,0.33,99.5,2365,74.9,70.8,59.8,165.3,0
2025-07-09 18:00,M-01,73.9,0.48,100.7,2257,75.5,65.3,56.1,164.7,0
2025-07-09 18:00,M-02,68.4,0.59,101.0,2438,76.7,72.0,56.4,162.2,0
2025-07-09 18:00,M-03,73.7,0.4,103.2,2210,68.2,67.1,46.7,169.7,0
2025-07-09 18:00,M-04,70.4,0.48,101.6,2366,76.3,71.9,50.4,166.1,0
2025-07-09 18:00,M-05,66.3,0.55,102.8,2433,78.7,74.9,49.7,165.3,0
2025-07-09 18:00,M-06,69.9,0.42,101.8,2372,72.7,69.4,56.6,181.5,0
2025-07-09 18:00,M-07,73.7,0.54,103.5,2467,73.9,67.3,57.4,168.0,0
2025-07-09 18:00,M-08,66.7,0.47,101.8,2234,77.3,70.1,48.4,176.7,0
2025-07-09 18:00,M-09,69.5,0.49,102.2,2277,74.1,69.1,41.9,170.7,0
2025-07-09 18:00,M-10,68.9,0.41,100.6,2439,73.0,69.6,46.0,176.6,0
2025-07-09 18:00,M-11,70.0,0.53,104.0,2542,69.3,72.2,73.5,162.4,0
2025-07-09 18:00,M-12,74.8,0.47,98.3,2530,72.7,69.3,48.6,156.7,0
2025-07-09 18:00,M-13,70.9,0.52,101.1,2418,79.3,71.7,50.2,170.3,0
2025-07-09 18:00,M-14,66.2,0.52,101.8,2426,68.6,68.1,64.7,170.0,0
2025-07-09 18:00,M-15,69.3,0.6,103.4,2297,71.8,66.7,49.7,186.2,0
2025-07-09 18:00,M-16,72.6,0.36,99.3,2447,82.1,65.9,43.9,162.8,0
2025-07-09 18:00,M-17,72.9,0.56,98.2,2360,73.7,73.5,44.8,164.4,0
2025-07-09 18:00,M-18,71.4,0.28,99.8,2514,74.7,69.0,55.0,150.8,0
2025-07-09 18:00,M-19,77.5,0.51,104.0,2331,69.7,66.1,60.9,153.3,0
2025-07-09 18:00,M-20,68.7,0.45,97.2,2423,73.5,69.3,59.5,182.4,0
2025-07-09 19:00,M-01,75.8,0.39,101.6,2350,76.3,67.6,60.0,169.1,0
2025-07-09 19:00,M-02,75.6,0.45,101.4,2414,73.9,71.8,54.5,189.2,0
2025-07-09 19:00,M-03,72.2,0.41,101.9,2472,81.2,66.2,67.5,179.5,0
2025-07-09 19:00,M-04,72.0,0.33,103.1,2518,82.8,70.2,58.5,176.6,0
2025-07-09 19:00,M-05,68.8,0.55,100.0,2548,80.5,69.5,45.9,158.6,0
2025-07-09 19:00,M-06,70.1,0.43,101.9,2523,80.5,68.6,62.1,189.1,0
2025-07-09 19:00,M-07,74.2,0.29,101.0,2279,63.6,72.1,44.2,177.3,0
2025-07-09 19:00,M-08,76.0,0.27,100.2,2325,75.2,68.4,55.1,158.4,0
2025-07-09 19:00,M-09,65.1,0.36,98.2,2234,73.4,66.4,52.0,156.2,0
2025-07-09 19:00,M-10,72.3,0.35,98.6,2391,72.4,68.7,57.0,174.9,0
2025-07-09 19:00,M-11,69.4,0.39,101.4,2345,83.6,70.2,51.2,160.5,0
2025-07-09 19:00,M-12,69.1,0.5,104.3,2523,75.4,74.0,53.8,167.3,0
2025-07-09 19:00,M-13,72.8,0.67,103.6,2246,74.0,72.3,64.7,177.6,0
2025-07-09 19:00,M-14,72.7,0.51,104.6,2390,72.2,71.3,61.9,170.7,0
2025-07-09 19:00,M-15,76.2,0.49,100.6,2332,73.7,67.4,66.7,177.2,0
2025-07-09 19:00,M-16,74.0,0.2,101.9,2444,66.7,70.4,53.1,171.5,0
2025-07-09 19:00,M-17,71.6,0.35,103.2,2421,72.9,69.4,36.1,152.9,0
2025-07-09 19:00,M-18,69.4,0.56,100.8,2455,65.2,68.9,47.2,155.9,0
2025-07-09 19:00,M-19,73.3,0.4,102.6,2060,78.7,73.7,53.9,176.1,0
2025-07-09 19:00,M-20,75.7,0.52,104.5,2433,75.6,67.9,57.4,162.9,0
2025-07-09 20:00,M-01,71.2,0.35,102.6,2343,80.1,71.4,56.4,172.5,0
2025-07-09 20:00,M-02,71.3,0.43,102.8,2343,73.8,74.9,50.6,167.4,0
2025-07-09 20:00,M-03,72.8,0.37,105.0,2475,75.9,75.4,66.1,162.0,0
2025-07-09 20:00,M-04,70.6,0.48,100.1,2540,86.6,67.1,51.5,172.4,0
2025-07-09 20:00,M-05,75.5,0.37,102.1,2550,70.0,68.6,50.0,180.8,0
2025-07-09 20:00,M-06,71.6,0.53,98.9,2548,71.3,69.5,73.3,186.3,0
2025-07-09 20:00,M-07,67.8,0.36,99.1,2375,75.8,72.2,50.3,167.3,0
2025-07-09 20:00,M-08,68.7,0.42,100.5,2545,74.9,74.5,44.2,169.0,0
2025-07-09 20:00,M-09,75.5,0.51,103.8,2358,79.6,68.6,52.0,189.5,0
2025-07-09 20:00,M-10,73.4,0.62,102.9,2415,80.4,72.7,55.1,180.8,0
2025-07-09 20:00,M-11,67.0,0.35,101.9,2316,72.9,69.8,70.7,165.9,0
2025-07-09 20:00,M-12,75.3,0.51,99.8,2592,76.1,67.2,56.7,161.5,0
2025-07-09 20:00,M-13,76.5,0.64,99.8,2302,78.5,74.6,71.4,186.4,0
2025-07-09 20:00,M-14,71.3,0.43,102.9,2464,78.8,67.3,66.9,154.0,0
2025-07-09 20:00,M-15,64.7,0.28,99.5,2376,70.8,72.7,47.1,191.1,0
2025-07-09 20:00,M-16,71.1,0.26,102.8,2434,72.9,75.5,53.6,177.8,0
2025-07-09 20:00,M-17,71.8,0.59,104.0,2494,72.1,71.9,52.9,162.4,0
2025-07-09 20:00,M-18,76.2,0.57,98.1,2239,75.8,71.3,46.9,154.6,0
2025-07-09 20:00,M-19,71.4,0.28,101.0,2485,70.6,67.8,61.1,182.8,0
2025-07-09 20:00,M-20,73.3,0.54,101.6,2259,70.1,64.8,65.3,174.6,0
2025-07-09 21:00,M-01,70.9,0.5,97.7,2401,77.7,67.7,68.0,164.2,0
2025-07-09 21:00,M-02,73.9,0.37,102.2,2433,77.4,66.3,54.0,154.4,0
2025-07-09 21:00,M-03,71.7,0.35,103.2,2441,79.6,69.2,45.5,176.0,0
2025-07-09 21:00,M-04,73.2,0.37,96.7,2498,78.9,72.9,46.1,161.9,0
2025-07-09 21:00,M-05,67.6,0.37,102.6,2512,70.3,68.4,57.4,169.5,0
2025-07-09 21:00,M-06,70.5,0.45,100.4,2515,67.0,76.2,57.6,169.7,0
2025-07-09 21:00,M-07,71.3,0.46,101.5,2268,69.8,61.6,55.1,186.5,0
2025-07-09 21:00,M-08,72.0,0.41,102.5,2503,70.5,66.9,43.3,185.2,0
2025-07-09 21:00,M-09,72.6,0.17,101.9,2178,78.2,67.7,56.0,188.7,0
2025-07-09 21:00,M-10,73.3,0.45,103.1,2395,72.3,69.2,47.2,152.7,0
2025-07-09 21:00,M-11,70.7,0.45,100.4,2526,81.8,69.2,57.1,173.2,0
2025-07-09 21:00,M-12,71.5,0.47,103.0,2509,75.4,75.5,62.6,171.7,0
2025-07-09 21:00,M-13,75.8,0.48,100.6,2261,73.5,67.3,66.3,183.1,0
2025-07-09 21:00,M-14,70.1,0.35,99.2,2579,82.5,71.1,48.0,178.0,0
2025-07-09 21:00,M-15,74.2,0.32,101.0,2226,75.2,70.7,55.6,175.2,0
2025-07-09 21:00,M-16,70.1,0.57,103.2,2510,79.0,71.5,43.0,159.5,0
2025-07-09 21:00,M-17,75.8,0.42,102.1,2433,73.8,68.2,59.8,154.8,0
2025-07-09 21:00,M-18,71.5,0.64,98.9,2312,75.1,68.4,55.3,169.0,0
2025-07-09 21:00,M-19,77.1,0.6,100.0,2428,72.3,71.7,32.8,158.9,0
2025-07-09 21:00,M-20,71.6,0.34,104.6,2651,78.5,72.5,59.0,177.9,0
2025-07-09 22:00,M-01,79.2,0.38,102.8,2344,71.3,71.2,44.9,172.7,0
2025-07-09 22:00,M-02,72.5,0.45,104.8,2627,70.1,62.8,52.7,169.2,0
2025-07-09 22:00,M-03,71.8,0.37,101.8,2326,73.5,71.8,43.6,188.5,0
2025-07-09 22:00,M-04,76.3,0.42,103.2,2285,74.1,70.4,59.5,167.8,0
2025-07-09 22:00,M-05,73.6,0.67,101.9,2305,70.6,67.6,54.5,164.0,0
2025-07-09 22:00,M-06,76.8,0.24,98.3,2445,68.2,68.7,50.6,175.4,0
2025-07-09 22:00,M-07,71.5,0.36,101.9,2300,71.7,75.4,49.9,167.4,0
2025-07-09 22:00,M-08,73.6,0.56,99.5,2288,76.5,70.4,54.3,188.7,0
2025-07-09 22:00,M-09,71.1,0.44,102.5,2443,77.4,64.3,58.9,177.2,0
2025-07-09 22:00,M-10,73.3,0.6,101.6,2591,72.0,71.8,48.8,174.6,0
2025-07-09 22:00,M-11,72.6,0.37,101.3,2444,80.3,63.5,59.1,172.3,0
2025-07-09 22:00,M-12,73.4,0.46,98.9,2482,74.4,69.5,31.4,174.9,0
2025-07-09 22:00,M-13,72.5,0.29,101.9,2476,77.0,70.7,52.7,164.0,0
2025-07-09 22:00,M-14,70.3,0.41,98.2,2393,78.8,73.6,53.7,166.3,0
2025-07-09 22:00,M-15,77.1,0.54,100.2,2328,75.6,73.9,57.3,165.6,0
2025-07-09 22:00,M-16,74.4,0.49,101.0,2468,75.7,72.9,50.1,170.0,0
2025-07-09 22:00,M-17,71.5,0.53,103.2,2184,68.0,70.5,68.9,160.8,0
2025-07-09 22:00,M-18,70.6,0.5,104.2,2331,74.3,66.7,71.4,169.2,0
2025-07-09 22:00,M-19,75.1,0.47,104.4,2332,74.6,69.7,31.9,181.4,0
2025-07-09 22:00,M-20,75.2,0.6,100.4,2524,79.2,67.8,67.1,153.0,0
2025-07-09 23:00,M-01,68.4,0.44,102.4,2448,77.6,70.8,68.8,160.7,0
2025-07-09 23:00,M-02,72.6,0.41,100.1,2232,70.9,66.6,58.5,181.4,0
2025-07-09 23:00,M-03,75.0,0.66,103.0,2390,71.0,66.7,52.5,163.2,0
2025-07-09 23:00,M-04,71.4,0.64,98.7,2543,76.2,68.4,56.1,175.6,0
2025-07-09 23:00,M-05,77.7,0.38,100.9,2352,66.4,66.1,53.4,161.7,0
2025-07-09 23:00,M-06,70.4,0.34,99.4,2474,78.4,71.4,50.8,178.0,0
2025-07-09 23:00,M-07,70.8,0.44,101.2,2350,77.9,69.5,47.1,174.9,0
2025-07-09 23:00,M-08,68.9,0.52,100.1,2330,83.0,72.6,59.0,186.3,0
2025-07-09 23:00,M-09,70.7,0.44,98.9,2470,73.3,67.9,54.6,183.7,0
2025-07-09 23:00,M-10,73.4,0.49,102.8,2275,65.5,67.7,52.6,160.0,0
2025-07-09 23:00,M-11,71.8,0.43,104.3,2506,77.4,66.0,61.3,169.7,0
2025-07-09 23:00,M-12,69.4,0.42,100.9,2492,85.3,71.0,64.7,170.7,0
2025-07-09 23:00,M-13,73.3,0.54,101.6,2228,69.8,67.1,54.7,160.3,0
2025-07-09 23:00,M-14,69.5,0.52,100.5,2454,74.0,65.1,60.6,163.1,0
2025-07-09 23:00,M-15,68.1,0.83,98.2,2509,67.7,66.7,58.8,179.5,0
2025-07-09 23:00,M-16,72.0,0.54,101.4,2207,71.5,70.6,50.5,161.2,0
2025-07-09 23:00,M-17,74.3,0.46,100.3,2499,77.8,71.1,54.3,165.5,0
2025-07-09 23:00,M-18,74.0,0.38,98.3,2465,88.3,68.2,59.0,172.2,0
2025-07-09 23:00,M-19,72.6,0.5,97.3,2583,74.9,66.4,49.1,159.8,0
2025-07-09 23:00,M-20,78.1,0.35,100.5,2356,69.9,71.1,55.0,183.2,0
2025-07-10 00:00,M-01,65.4,0.5,99.3,2280,72.3,69.8,70.5,172.1,0
2025-07-10 00:00,M-02,72.7,0.34,99.3,2460,82.8,75.1,65.2,176.0,0
2025-07-10 00:00,M-03,74.4,0.55,99.8,2362,68.7,66.4,60.9,178.7,0
2025-07-10 00:00,M-04,71.8,0.56,101.6,2325,80.9,66.8,54.4,172.5,0
2025-07-10 00:00,M-05,67.9,0.35,102.6,2601,66.5,71.3,45.9,171.1,0
2025-07-10 00:00,M-06,70.5,0.3,104.3,2346,80.2,68.7,55.1,167.8,0
2025-07-10 00:00,M-07,74.9,0.34,100.5,2267,72.6,68.0,62.9,166.1,0
2025-07-10 00:00,M-08,72.8,0.53,104.1,2345,68.9,68.3,49.7,185.6,0
2025-07-10 00:00,M-09,69.6,0.4,99.9,2162,78.1,73.4,59.5,167.1,0
2025-07-10 00:00,M-10,70.8,0.44,100.5,2424,72.2,68.5,56.1,164.2,0
2025-07-10 00:00,M-11,74.7,0.54,99.1,2329,78.9,68.7,49.6,165.5,0
2025-07-10 00:00,M-12,72.8,0.35,98.6,2309,77.2,67.7,63.9,178.4,0
2025-07-10 00:00,M-13,72.9,0.44,98.7,2264,72.5,73.1,48.1,162.8,0
2025-07-10 00:00,M-14,73.8,0.56,100.7,2462,72.8,70.1,60.1,169.3,0
2025-07-10 00:00,M-15,73.2,0.55,100.5,2408,76.1,70.7,50.9,169.1,0
2025-07-10 00:00,M-16,72.6,0.33,101.9,2316,74.9,72.4,56.5,173.5,0
2025-07-10 00:00,M-17,74.8,0.4,103.8,2408,69.6,71.3,49.7,164.2,0
2025-07-10 00:00,M-18,72.3,0.53,100.4,2363,78.9,69.3,49.6,180.3,0
2025-07-10 00:00,M-19,76.3,0.29,101.9,2453,77.5,70.8,65.5,189.6,0
2025-07-10 00:00,M-20,69.5,0.58,102.6,2419,76.8,68.6,58.9,178.3,0
2025-07-10 01:00,M-01,72.0,0.57,100.2,2455,82.5,67.9,52.2,158.6,0
2025-07-10 01:00,M-02,71.2,0.17,99.1,2485,70.2,70.7,54.0,168.3,0
2025-07-10 01:00,M-03,73.2,0.27,101.9,2407,74.9,66.1,50.6,142.8,0
2025-07-10 01:00,M-04,67.9,0.51,102.2,2376,72.5,64.6,61.4,180.8,0
2025-07-10 01:00,M-05,74.1,0.46,105.1,2200,79.2,73.6,60.5,194.0,0
2025-07-10 01:00,M-06,72.9,0.52,100.8,2348,72.5,70.1,46.9,152.9,0
2025-07-10 01:00,M-07,71.1,0.29,96.3,2356,70.8,64.0,61.9,174.7,0
2025-07-10 01:00,M-08,71.1,0.31,103.5,2382,69.6,73.6,47.3,170.3,0
2025-07-10 01:00,M-09,70.6,0.42,96.8,2343,71.3,69.3,47.4,181.5,0
2025-07-10 01:00,M-10,70.9,0.79,100.8,2434,82.2,69.8,44.9,199.6,0
2025-07-10 01:00,M-11,73.6,0.33,102.6,2302,78.7,70.1,54.5,188.6,0
2025-07-10 01:00,M-12,70.8,0.43,103.0,2282,70.8,68.9,43.9,162.7,0
2025-07-10 01:00,M-13,74.8,0.36,99.2,2278,80.7,71.6,56.6,182.6,0
2025-07-10 01:00,M-14,68.7,0.42,101.8,2352,73.0,69.1,53.7,171.6,0
2025-07-10 01:00,M-15,67.6,0.29,101.2,2402,76.8,68.9,62.8,182.1,0
2025-07-10 01:00,M-16,70.9,0.37,100.6,2633,69.2,69.9,51.8,164.2,0
2025-07-10 01:00,M-17,71.8,0.43,100.7,2387,86.1,68.2,52.2,157.2,0
2025-07-10 01:00,M-18,71.8,0.43,101.2,2441,71.5,73.9,50.8,180.6,0
2025-07-10 01:00,M-19,78.2,0.32,101.1,2341,67.4,72.4,38.0,173.8,0
2025-07-10 01:00,M-20,77.3,0.48,102.2,2428,74.7,71.9,52.6,172.3,0
2025-07-10 02:00,M-01,72.5,0.41,99.4,2503,79.1,64.2,57.1,164.7,0
2025-07-10 02:00,M-02,71.4,0.44,99.0,2392,75.6,71.1,58.9,165.0,0
2025-07-10 02:00,M-03,72.2,0.52,101.7,2271,73.1,63.9,56.2,177.5,0
2025-07-10 02:00,M-04,72.7,0.45,99.7,2305,76.6,75.0,36.0,166.4,0
2025-07-10 02:00,M-05,70.7,0.7,104.4,2329,74.3,64.0,64.8,174.9,0
2025-07-10 02:00,M-06,75.8,0.49,101.6,2336,78.3,71.2,54.8,173.0,0
2025-07-10 02:00,M-07,73.4,0.43,99.2,2406,76.7,78.3,65.8,193.3,0
2025-07-10 02:00,M-08,69.0,0.35,99.2,2538,73.6,68.0,66.7,161.8,0
2025-07-10 02:00,M-09,70.8,0.49,100.4,2378,77.9,70.5,65.8,179.7,0
2025-07-10 02:00,M-10,73.9,0.35,100.4,2430,83.3,66.7,55.8,156.2,0
2025-07-10 02:00,M-11,73.3,0.55,102.1,2275,80.6,74.1,45.7,175.2,0
2025-07-10 02:00,M-12,75.4,0.57,102.7,2326,82.4,67.3,44.2,184.5,0
2025-07-10 02:00,M-13,73.7,0.47,100.4,2342,70.1,69.2,41.5,185.6,0
2025-07-10 02:00,M-14,75.7,0.59,101.1,2460,79.8,69.6,65.2,189.7,0
2025-07-10 02:00,M-15,71.1,0.44,99.4,2326,77.4,75.3,60.6,156.6,0
2025-07-10 02:00,M-16,70.0,0.55,97.7,2608,68.3,70.0,66.1,181.9,0
2025-07-10 02:00,M-17,71.9,0.37,99.2,2315,73.8,69.1,68.0,169.9,0
2025-07-10 02:00,M-18,69.6,0.47,104.8,2400,69.1,67.3,52.4,166.6,0
2025-07-10 02:00,M-19,68.2,0.38,102.8,2499,68.8,74.5,61.9,174.0,0
2025-07-10 02:00,M-20,73.3,0.4,99.3,2518,78.3,73.8,58.9,191.2,0
2025-07-10 03:00,M-01,69.7,0.59,102.9,2356,79.7,71.9,57.6,193.3,0
2025-07-10 03:00,M-02,68.6,0.55,100.4,2259,83.6,71.4,37.3,174.8,0
2025-07-10 03:00,M-03,73.5,0.46,101.4,2385,75.1,68.5,37.8,179.9,0
2025-07-10 03:00,M-04,72.3,0.57,101.9,2470,75.8,67.5,58.3,168.9,0
2025-07-10 03:00,M-05,74.5,0.48,101.9,2710,70.1,70.2,61.0,171.4,0
2025-07-10 03:00,M-06,69.8,0.52,100.4,2369,71.6,70.7,48.8,182.2,0
2025-07-10 03:00,M-07,75.5,0.62,98.3,2196,72.7,70.6,48.6,165.6,0
2025-07-10 03:00,M-08,73.3,0.54,102.8,2373,66.9,66.6,48.6,160.8,0
2025-07-10 03:00,M-09,72.8,0.43,101.4,2306,75.7,70.4,63.1,180.1,0
2025-07-10 03:00,M-10,71.1,0.32,103.9,2433,72.0,66.7,69.6,183.3,0
2025-07-10 03:00,M-11,71.8,0.43,102.5,2408,82.4,72.1,53.6,170.8,0
2025-07-10 03:00,M-12,70.1,0.43,96.2,2506,83.6,66.1,50.6,179.4,0
2025-07-10 03:00,M-13,73.1,0.47,100.5,2291,86.5,75.4,56.9,156.9,0
2025-07-10 03:00,M-14,69.4,0.45,103.4,2327,68.4,77.4,55.0,172.1,0
2025-07-10 03:00,M-15,75.4,0.53,99.0,2390,72.0,73.4,64.2,167.2,0
2025-07-10 03:00,M-16,70.8,0.24,102.4,2448,68.4,64.7,57.0,179.1,0
2025-07-10 03:00,M-17,71.5,0.4,101.7,2405,85.4,70.8,69.2,178.8,0
